datetime,aqi,pm2_5,pm10,co,no2,o3,so2,month,quarter,hour,season,tmp,v850,t925,p,t750,v750,v500,u850,u925,u750,u,t500,v,v925,t995,rh,u500,t850
2019-04-28 08:00:00,64.0,46.0,,0.4,27.0,38.0,3.0,4,2,8,spring,10.1591186523,-7.20049285889,1.42358398438,101563.578125,-13.0022583008,-5.17591762543,-18.7869148254,8.87549304962,1.4342138767200001,19.6647949219,1.7059618234600002,-52.3499908447,2.26397705078,-10.3071575165,8.90734863281,67.10005950930001,41.462020874000004,-5.84094238281
2019-04-28 11:00:00,74.0,54.0,,0.5,26.0,49.0,3.0,4,2,11,spring,14.537597656199999,-7.983823299410001,1.72192382812,101386.054688,-13.549987793,-5.502573013309999,-10.2600345612,9.84391307831,3.21074700356,18.899723053,2.57280015945,-51.3499908447,3.9652245044699996,-6.76626443863,12.4515991211,49.9233665466,41.3276329041,-5.59436035156
2019-04-28 14:00:00,68.0,49.0,,0.4,9.0,100.0,3.0,4,2,14,spring,18.5049133301,-7.5407567024199995,2.00491333008,101123.9375,-13.6500244141,-2.71691393852,-1.71528327465,9.28479003906,5.0816526413,18.9376411438,2.59669423103,-50.2500152588,4.749499320980001,-7.167343616489999,16.304901123,41.6000022888,41.5094146729,-6.04061889648
2019-04-28 17:00:00,79.0,58.0,,0.8,14.0,98.0,3.0,4,2,17,spring,17.5133972168,-4.4075341224699995,1.75,100991.960938,-14.550018310499999,-1.3705127239200001,6.80004262924,8.76184272766,5.16360569,16.975404739400002,2.28763413429,-48.950012207,4.53462171555,-5.317363262180001,16.413391113299998,43.727687835699996,43.42078018189999,-6.603363037109999
2019-04-28 20:00:00,76.0,56.0,,0.6,20.0,84.0,3.0,4,2,20,spring,15.045135497999999,-0.45313963294,1.38656616211,101023.023438,-15.450012207,-1.2116845846200002,8.82277202606,9.52229213715,4.25605964661,16.545091629,1.76318109035,-48.264007568400004,3.62013912201,-1.6804931163799999,15.345123290999998,51.2000007629,47.950595855699994,-7.1552734375
2019-04-28 23:00:00,90.0,67.0,,0.5,23.0,68.0,3.0,4,2,23,spring,12.5467529297,1.79838860035,1.3755493164100001,101060.757812,-15.049987793,-2.01641607285,14.1231145859,11.826801300000001,6.3682370185899995,14.1801261902,1.01884031296,-48.3500213623,2.87352776527,1.81203603745,12.958496093800001,59.0,47.3000297546,-7.1484375
2019-04-29 08:00:00,121.0,92.0,,0.8,65.0,23.0,3.0,4,2,8,spring,14.196624755899999,-2.8890330791500003,0.301300048828,100993.90625,-16.0500183105,-4.40001249313,-3.15859985352,15.6812400818,9.273447036739999,24.1116085052,1.4522094726600001,-51.7621307373,2.54892086983,-7.0624608993499995,12.813568115199999,58.0952720642,28.5273590088,-7.74765014648
2019-04-29 11:00:00,130.0,99.0,,0.8,31.0,88.0,2.0,4,2,11,spring,18.950012207,-4.90977048874,1.35000610352,100785.273438,-16.349975585899998,-5.38692045212,-7.17149066925,16.823459625199998,9.9929265976,24.9240722656,2.33806872368,-51.64999389649999,3.9400122165699996,-5.7726316452,16.7331542969,44.2000007629,33.1112632751,-7.7633972168
2019-04-29 14:00:00,149.0,114.0,,1.0,18.0,140.0,5.0,4,2,14,spring,23.3500061035,-7.343246936799999,0.950012207031,100506.671875,-16.049987793,-7.20822143555,-11.6578369141,14.9695158005,10.998190879800001,23.4682750702,2.77685546875,-52.8500213623,3.6982836723300005,-6.78929662704,21.150024414100002,37.2000007629,39.2926750183,-7.82336425781
2019-04-29 17:00:00,154.0,118.0,,1.2,15.0,154.0,4.0,4,2,17,spring,22.165832519499997,-8.072827339169999,0.550018310547,100354.71875,-14.950012207,-10.229941368099999,-6.481713771819999,16.9773902893,13.2321777344,23.8220691681,3.06454586983,-53.0500183105,4.166003227230001,-6.6919336319000005,20.8500061035,41.6000022888,38.4000930786,-8.75
2019-04-29 20:00:00,173.0,131.0,,1.5,20.0,98.0,3.0,4,2,20,spring,18.1059570312,-5.677231311799999,-0.549987792969,100461.085938,-15.550018310499999,-5.597064495090001,-2.4937744140599998,18.6472110748,13.4551267624,23.2551326752,2.6768701076499997,-52.549987793,2.71053218842,-6.47809076309,19.150024414100002,58.5,43.6344909668,-8.83963012695
2019-04-29 23:00:00,189.0,142.0,,1.7,45.0,17.0,3.0,4,2,23,spring,15.305816650399999,-3.5579442977900007,-1.44998168945,100656.234375,-16.5500183105,-3.7600097656199996,7.11926269531,18.1004447937,13.6914815903,23.3642406464,1.9064648151400003,-52.6500091553,1.0271557569499998,-5.22561740875,16.75,65.5,40.732875824000004,-8.6396484375
2019-04-30 08:00:00,222.0,60.0,365.0,0.3,20.0,61.0,3.0,4,2,8,spring,20.2270507812,-5.216469764709999,-3.13998413086,100752.453125,-20.8499908447,-1.3979126215,4.51666259766,13.2114448547,7.92644023895,20.9211921692,2.8193089962,-49.0500183105,-6.8518700599699995,-8.47498989105,19.118530273399998,31.3999996185,39.7000465393,-10.75
2019-04-30 11:00:00,71.0,16.0,91.0,0.3,11.0,84.0,3.0,4,2,11,spring,22.25,-4.25705575943,-5.04998779297,100772.96875,-21.6499938965,-3.79186415672,1.3997863531099999,10.7559719086,4.144926548,17.4320716858,4.14393281937,-47.8499908447,-7.761403560639999,-8.52252388,20.2292480469,20.8999996185,34.1240501404,-11.851287841800001
2019-04-30 14:00:00,27.0,,27.0,0.3,13.0,86.0,1.0,4,2,14,spring,24.2672424316,-8.55255317688,-6.85000610352,100662.015625,-23.0500183105,-7.545453071589999,-3.700268507,7.845859050750001,1.1907031536100001,12.341254234300001,-0.38769042491899997,-48.7499847412,-7.643056392669999,-16.0558738708,22.2414550781,17.3999996185,32.064788818400004,-13.955169677699999
2019-04-30 17:00:00,41.0,9.0,41.0,0.2,18.0,82.0,1.0,4,2,17,spring,24.1500244141,-15.1167430878,-5.75,100661.484375,-24.7499847412,-15.455575943,-5.85343027115,-2.48799300194,-2.30337882042,-0.660479724407,-1.16478514671,-49.64402771,-7.63715076447,-16.637298584,23.0595703125,14.4000005722,31.0698394775,-14.7911987305
2019-04-30 20:00:00,54.0,13.0,58.0,0.3,31.0,61.0,3.0,4,2,20,spring,20.150024414100002,-16.610708236700003,-5.44064331055,100846.328125,-24.5023040771,-17.984603881800002,-8.69996929169,-6.20471668243,-6.118808269500001,-6.56658029556,0.901892066002,-50.2499847412,-4.70528316498,-14.0520362854,21.6499938965,13.5,26.4102268219,-13.7911987305
2019-04-30 23:00:00,30.0,9.0,30.0,0.3,31.0,45.0,3.0,4,2,23,spring,18.0500183105,-13.389470100399999,-4.53997802734,100932.5625,-23.8499908447,-15.9737300873,-11.266815185499999,-6.092477798459999,-6.889711856839999,-5.52679681778,1.81528317928,-51.2028045654,-3.1027050018299995,-11.877846717799999,19.9892272949,16.0039348602,22.309728622399998,-12.5048828125
2019-05-01 08:00:00,63.0,21.0,75.0,0.4,45.0,31.0,2.0,5,2,8,spring,20.579498291,-12.128259658800001,-3.7399902343800004,101206.054688,-24.2500152588,-13.9851856232,-11.0831298828,-1.8274596929599998,-4.74314880371,-0.523886680603,0.994223594666,-54.6500091553,-4.11250495911,-7.4696536064100005,19.5278320312,17.874134063699998,14.7268857956,-12.3264770508
2019-05-01 11:00:00,29.0,6.0,29.0,0.3,20.0,72.0,2.0,5,2,11,spring,26.369171142600003,-12.420414924600001,-3.53997802734,101167.945312,-24.1500091553,-13.1299505234,-10.17852211,-0.542724609375,-0.45135805010799995,1.8387645483000001,0.319980472326,-55.450012207,-3.6306834220899997,-5.7865786552400005,24.259185791,10.1999998093,13.842150688199998,-12.2117919922
2019-05-01 14:00:00,34.0,8.0,34.0,0.1,12.0,102.0,3.0,5,2,14,spring,28.4278564453,-12.8295211792,-3.10110473633,100975.398438,-24.0500183105,-12.4201068878,-9.37158203125,2.13067865372,3.57725095749,4.70512199402,1.43730223179,-55.549987793,-1.5130834579499999,-4.960058689119999,26.5727539062,7.900000095369999,15.333465576199998,-12.0085449219
2019-05-01 17:00:00,37.0,12.0,20.0,0.1,12.0,116.0,3.0,5,2,17,spring,28.2133789062,-12.0491161346,-2.10809326172,100767.328125,-24.0352935791,-13.149531364400001,-9.650390625,4.93893051147,5.32798337936,7.68582487106,2.65273427963,-55.3317108154,1.5098583698299999,-4.7210130691500005,27.023742675799998,7.5,18.1670284271,-12.521484375
2019-05-01 20:00:00,46.0,14.0,46.0,0.2,19.0,86.0,3.0,5,2,20,spring,22.3266601562,-11.7359542847,-1.40811157227,100820.171875,-24.1500091553,-13.2546043396,-10.9993658066,3.2000756263700003,4.25109863281,7.22359609604,3.65540528297,-54.8499908447,2.60956287384,-7.94747066498,23.997497558600003,14.5,16.3242034912,-12.642791747999999
2019-05-01 23:00:00,45.0,20.0,45.0,0.3,29.0,59.0,3.0,5,2,23,spring,20.0500183105,-7.82513666153,-1.01510620117,100859.515625,-23.8499908447,-9.551225662230001,-12.4000673294,3.24663567543,1.9840576648700001,7.440443992610001,3.95160889626,-53.9327545166,1.9826732873900001,-5.65070199966,21.4741821289,17.8124065399,13.617657661400001,-12.550292968800001
2019-05-02 08:00:00,64.0,29.0,77.0,0.5,60.0,18.0,1.0,5,2,8,spring,21.7147216797,-6.3649606704699995,-1.3284301757799999,101011.726562,-24.6499938965,-5.0446190834,-16.444538116500002,1.47010982037,1.17762458324,5.816972732540001,0.37655517458899995,-53.1998901367,-0.558745086193,-4.91129779816,20.3748474121,14.0,6.79997873306,-12.8224487305
2019-05-02 11:00:00,47.0,20.0,47.0,0.4,40.0,70.0,1.0,5,2,11,spring,28.3951416016,-4.94144010544,-1.2284240722700002,100965.726562,-23.950012206999997,-6.29805183411,-19.0999889374,3.3251953125,2.33586740494,4.3962550163300005,1.68571281433,-53.4598846436,-0.39824461937,-2.8621277809099994,25.9829406738,8.808324813839999,5.5999789238,-12.708709716800001
2019-05-02 14:00:00,42.0,12.0,37.0,0.2,15.0,132.0,3.0,5,2,14,spring,30.740234375,-2.75440073013,-0.8499755859379999,100786.585938,-21.984313964800002,-7.62095355988,-24.3000850677,4.50415945053,3.3185851573900003,0.549639880657,2.32754874229,-53.799865722700005,1.9960424900099998,-0.44158935546899997,28.958068847699998,5.900000095369999,6.08495807648,-12.5086669922
2019-05-02 17:00:00,61.0,44.0,,0.2,14.0,137.0,1.0,5,2,17,spring,29.866149902300002,-6.4403023719800006,-0.45001220703100003,100711.015625,-20.3499908447,-6.93885707855,-29.800123214699997,4.22128391266,2.27329707146,-0.317358404398,1.8114111423500001,-54.4398651123,3.36029052734,-1.08818054199,28.766174316399997,7.0,7.99997282028,-11.8975219727
2019-05-02 20:00:00,59.0,42.0,58.0,0.3,18.0,116.0,2.0,5,2,20,spring,23.766174316399997,-8.14608860016,-0.258056640625,100811.523438,-19.3632965088,-6.16089487076,-32.3628807068,2.85776615143,2.80511474609,0.5002807974819999,2.4387011528,-55.2499847412,2.56191635132,-3.49422907829,25.8768005371,12.800000190699999,10.9999637604,-10.8428955078
2019-05-02 23:00:00,60.0,25.0,70.0,0.4,25.0,88.0,4.0,5,2,23,spring,21.450012207,-1.01538693905,0.650024414062,100929.273438,-18.7500152588,-5.529028415680001,-29.8866462708,-2.16146254539,0.30936890840500003,3.29073190689,3.59709453583,-54.950012207,3.27432131767,-2.7877380847900004,22.6742248535,16.8000011444,15.246582031199999,-10.1571655273
2019-05-03 08:00:00,80.0,56.0,110.0,0.7,61.0,28.0,6.0,5,2,8,spring,20.6861877441,0.645849645138,-0.25,101240.1875,-16.950012207,-2.5759644508400004,-27.2298583984,1.9138854742099998,-0.7830810546879999,6.25858163834,2.50199222565,-52.7499847412,2.2652440071099997,4.8747072219800005,19.5136413574,22.275390625,21.699960708600003,-9.25662231445
2019-05-03 11:00:00,82.0,60.0,97.0,0.7,45.0,82.0,12.0,5,2,11,spring,27.269317627,0.655078113079,-0.122924804688,101138.625,-17.0500183105,-1.4947021007499999,-21.0267696381,2.20749258995,0.923809826374,8.928202629089999,1.7639257907900003,-52.6280670166,3.34180402756,3.37822270393,25.182922363299998,14.600000381500001,24.825958252,-8.51904296875
2019-05-03 14:00:00,77.0,56.0,84.0,0.6,15.0,166.0,11.0,5,2,14,spring,30.902313232399997,0.353925764561,0.550018310547,100925.664062,-16.849975585899998,-2.05783700943,-13.6962347031,3.99141359329,2.10751461983,11.5553560257,1.9718919992400001,-52.213607788100006,4.74692630768,0.267070293427,28.6352233887,10.0,29.30078125,-8.023620605469999
2019-05-03 17:00:00,83.0,61.0,63.0,0.6,17.0,148.0,6.0,5,2,17,spring,28.5500183105,1.53266596794,0.950012207031,100844.890625,-16.150024414100002,-3.7054505348199998,-0.066778562963,8.0059223175,2.5823559761,14.416195869400001,2.41424322128,-51.5299682617,3.8408153057099996,-0.8163012266159999,27.8754882812,12.600000381500001,27.099964141799997,-8.69128417969
2019-05-03 20:00:00,83.0,61.0,92.0,1.0,22.0,147.0,8.0,5,2,20,spring,24.25,0.0787402316928,0.8499755859379999,100889.710938,-16.3500061035,-4.72020864487,1.4254150390600002,9.60955047607,1.5140380859399998,11.9904661179,1.33235836029,-51.14999389649999,2.65137934685,0.447741687298,25.6499938965,17.5,27.4275913239,-8.94226074219
2019-05-03 23:00:00,85.0,63.0,90.0,0.5,20.0,111.0,5.0,5,2,23,spring,22.1337890625,-2.79655766487,0.850006103516,100918.578125,-15.8499755859,-2.58109855652,-1.4072449207299997,6.11617422104,0.9230395555500001,7.517827034,2.55033683777,-52.620834350600006,4.0835227966300005,1.06549310684,22.8585205078,26.5,21.3271160126,-8.256042480469999
2019-05-04 08:00:00,73.0,50.0,96.0,0.5,42.0,52.0,6.0,5,2,8,spring,22.4750671387,-1.11075675488,1.25,100990.414062,-16.9291381836,-3.1182518005400004,-1.293420434,2.7814867496499995,1.44318115711,9.88878917694,1.9609764814400001,-53.7499847412,3.6473851203900005,0.235656738281,21.0995178223,29.4312992096,12.0026578903,-8.42758178711
2019-05-04 11:00:00,78.0,57.0,99.0,0.6,20.0,126.0,10.0,5,2,11,spring,26.9200134277,-0.292187482119,1.56002807617,100897.148438,-16.9499816895,-3.43541502953,-1.5879455804799998,4.89571762085,3.00160884857,8.04103469849,1.08528804779,-53.3499908447,3.82568097115,0.39120849967,24.724578857399997,21.3060436249,13.3279571533,-7.97177124023
2019-05-04 14:00:00,67.0,45.0,83.0,0.5,13.0,162.0,6.0,5,2,14,spring,29.694061279299998,-2.20800542831,1.44998168945,100691.367188,-17.5500183105,-3.78730463982,-7.284192085269999,4.652804851530001,6.1928024291999995,5.0376830101,1.66239249706,-52.14999389649999,4.4208521843,0.0966992154717,27.4346923828,16.8000011444,16.2050457001,-7.73974609375
2019-05-04 17:00:00,74.0,52.0,76.0,0.6,13.0,179.0,5.0,5,2,17,spring,27.8940429688,-8.750937461849999,1.75,100566.367188,-16.849975585899998,-10.147274971,-12.7004156113,4.26259994507,4.667184829709999,6.284335613250001,1.4566991329199999,-53.14999389649999,4.026860237119999,-3.24714827538,26.650695800799998,21.5,17.434387207,-6.66201782227
2019-05-04 20:00:00,88.0,65.0,93.0,0.6,20.0,132.0,2.0,5,2,20,spring,23.3500061035,-10.4727344513,2.55001831055,100676.851562,-17.3500213623,-10.5994358063,-20.6657848358,6.45016813278,5.10741424561,6.40496826172,1.99794912338,-53.7500152588,1.06350338459,-8.55045413971,25.25,28.8000011444,21.5349311829,-7.20974731445
2019-05-04 23:00:00,43.0,28.0,43.0,0.5,28.0,90.0,3.0,5,2,23,spring,20.0500183105,-8.183689117430001,1.4500122070299999,100919.515625,-16.150024414100002,-8.76815414429,-30.1837463379,4.13762664795,1.69312250614,3.4068260192900004,-0.802753865719,-52.7500152588,0.598303198814,-7.99703359604,22.2791748047,35.6000022888,36.042301178,-6.98526000977
2019-05-05 08:00:00,83.0,19.0,116.0,0.3,15.0,60.0,3.0,5,2,8,spring,18.156372070299998,-3.14970707893,-0.539947509766,101872.585938,-18.9770355225,-7.59987211227,-21.9926204681,11.9521217346,6.91598844528,16.6047859192,-2.65879631042,-52.630172729499996,-8.82388210297,-4.51185560226,16.8472595215,24.8000011444,47.911823272700005,-9.17520141602
2019-05-05 11:00:00,56.0,25.0,61.0,0.2,13.0,78.0,3.0,5,2,11,spring,20.0500183105,-3.74480700493,-2.25,102057.648438,-19.450012207,-10.0842475891,-21.124622345,14.7143306732,5.22062253952,18.024143219000003,-3.26756095886,-53.3499908447,-9.21350097656,-8.2998456955,17.787689209,17.4929504395,47.549079895,-9.48785400391
2019-05-05 14:00:00,30.0,3.0,30.0,0.2,14.0,84.0,3.0,5,2,14,spring,22.2626037598,-7.878686428069999,-3.8997802734400002,101991.6875,-19.7499847412,-15.1691503525,-24.897571563699998,13.2392673492,2.46602535248,19.8744258881,-3.3198728561400004,-52.8500213623,-6.24428939819,-10.5030078888,19.998840332,13.300000190699999,49.507133483900006,-10.6499938965
2019-05-05 17:00:00,26.0,9.0,12.0,0.2,17.0,83.0,3.0,5,2,17,spring,22.6500244141,-11.540568351700001,-5.04998779297,101817.171875,-19.4499969482,-15.8899707794,-24.5429515839,11.776911735499999,5.78139400482,21.1283988953,-4.535380840299999,-51.8979949951,-4.82807588577,-11.8469944,21.3500061035,13.0,50.7548065186,-11.7852783203
2019-05-05 20:00:00,39.0,8.0,39.0,0.3,23.0,76.0,3.0,5,2,20,spring,18.3500061035,-13.9972267151,-6.02703857422,102001.578125,-21.1499938965,-18.037284851099997,-27.6129398346,10.5007200241,7.54681634903,18.590551376300002,-3.14801025391,-51.1719818115,-5.131572246549999,-10.8806781769,18.849975585899998,12.5,50.1687316895,-12.927246093800001
2019-05-05 23:00:00,44.0,14.0,44.0,0.3,31.0,56.0,3.0,5,2,23,spring,15.3121337891,-12.824213981600002,-7.14999389648,102091.554688,-22.1500091553,-16.781206130999998,-30.700086593600002,6.69261693954,7.368388652799999,12.997294426,-1.3654149770700001,-50.881286621099996,-1.3029650449799999,-8.76586914062,17.3500061035,15.300000190699999,55.9485855103,-13.554412841800001
2019-05-06 08:00:00,42.0,15.0,42.0,0.4,44.0,39.0,3.0,5,2,8,spring,17.585327148399998,-14.2002677917,-8.25,102217.367188,-21.4499969482,-15.8699169159,-27.8000545502,9.742760658260002,1.1279345750799998,12.1398048401,1.90598869324,-53.133850097700005,-1.42210328579,-8.99689674377,16.4711608887,17.1000003815,43.9013557434,-12.049987793
2019-05-06 11:00:00,23.0,11.0,17.0,0.3,23.0,71.0,3.0,5,2,11,spring,22.4616699219,-15.4250631332,-7.90127563477,101994.5,-20.9499969482,-17.881660461400003,-25.200086593600002,8.561357498169999,1.9729344844799999,11.8750972748,1.7615454196900002,-52.181930541999996,-2.00157952309,-8.404625892639999,20.3936462402,9.10000038147,45.2999687195,-12.183380127000001
2019-05-06 14:00:00,29.0,9.0,23.0,0.2,13.0,92.0,3.0,5,2,14,spring,24.5500183105,-17.0315246582,-7.0012512207,101658.710938,-20.3500213623,-19.6480998993,-28.9305610657,9.06114768982,5.861059665680001,12.332529068,2.73997306824,-50.02987670899999,-0.872279047966,-6.191703796390001,22.7201843262,7.900000095369999,48.4611473083,-12.0816650391
2019-05-06 17:00:00,35.0,16.0,23.0,0.2,14.0,111.0,3.0,5,2,17,spring,24.8049316406,-17.8600234985,-5.84997558594,101407.84375,-20.1499938965,-19.9999256134,-27.793914794899997,7.81338596344,5.89286375046,11.9743309021,3.35711669922,-49.0500183105,0.403256833553,-8.578569412230001,23.3725280762,8.4000005722,48.6388053894,-12.049987793
2019-05-06 20:00:00,54.0,21.0,57.0,0.3,20.0,94.0,3.0,5,2,20,spring,19.650024414100002,-16.747707366900002,-4.9499206543000005,101379.640625,-19.7500152588,-19.2796440125,-28.90001297,5.36006355286,2.26830077171,8.79377651215,4.0940575599699995,-49.64999389649999,3.2804992198900003,-12.011183738699998,20.3889160156,18.7000007629,46.0044631958,-11.3773193359
2019-05-06 23:00:00,58.0,29.0,66.0,0.4,33.0,69.0,1.0,5,2,23,spring,17.2219238281,-12.9545402527,-4.34997558594,101362.039062,-19.1500091553,-15.7304000854,-28.552312851,3.82992911339,2.5816016197200002,4.44309806824,4.40674066544,-50.14999389649999,2.8593382835400005,-10.287536621100001,17.8023376465,27.467905044600002,45.9625015259,-9.80072021484
2019-05-07 08:00:00,62.0,35.0,73.0,0.6,61.0,17.0,2.0,5,2,8,spring,20.450012207,-9.39036369324,-3.75,101350.5,-18.1500091553,-10.022924423200001,-21.9884166718,3.81047344208,2.17652583122,6.4363961219800006,0.26191282272300004,-51.7500152588,-2.6859154701200003,-4.76011705399,19.1535644531,14.100000381500001,33.2999420166,-8.49340820312
2019-05-07 11:00:00,24.0,16.0,24.0,0.3,23.0,72.0,3.0,5,2,11,spring,26.25,-7.3408203125,-2.6500244140599998,101194.15625,-17.3499908447,-9.82506370544,-16.5864925385,4.20436286926,2.93447256088,7.061540603639999,1.49934196472,-52.549987793,-2.15165519714,-5.50645017624,24.030670166,8.160746574400001,29.5208892822,-7.6477050781199996
2019-05-07 14:00:00,31.0,14.0,22.0,0.2,18.0,97.0,3.0,5,2,14,spring,28.25,-5.9984030723599995,-2.3499755859400002,100889.335938,-16.049987793,-8.2653465271,-13.9921512604,3.6764159202599997,4.58694553375,7.09461402893,2.0664269924200003,-52.4193572998,0.5132421851160001,-3.7518310546900002,26.2719421387,7.123358249660001,29.9999828339,-7.29357910156
2019-05-07 17:00:00,36.0,19.0,33.0,0.2,15.0,114.0,3.0,5,2,17,spring,27.75,-2.7820532321900004,-0.649993896484,100667.21875,-15.8499755859,-4.47457504272,-12.518872260999999,3.81416010857,5.31170892715,7.8260717392,3.21465802193,-51.64999389649999,4.10661840439,-6.27432870865,26.4499816895,9.153010368350001,32.0,-6.83639526367
2019-05-07 20:00:00,44.0,16.0,44.0,0.3,18.0,95.0,3.0,5,2,20,spring,22.0500183105,0.04655273258690001,0.15002441406199998,100639.179688,-15.850006103499998,-2.52099609375,-10.0569219589,4.39494371414,5.2339282035800005,9.176465034480001,2.9944555759400004,-50.8499908447,2.9474902152999998,-5.8210449218800004,23.75,16.3290615082,34.001384735100004,-7.81356811523
2019-05-07 23:00:00,65.0,33.0,79.0,0.4,22.0,90.0,3.0,5,2,23,spring,20.4621276855,-0.673911094666,0.449981689453,100634.8125,-15.6500244141,-1.7126220464700002,-7.6542239189100005,6.286813735959999,1.43190181255,10.5152511597,4.889984130859999,-50.7500152588,4.8967161178600005,-4.38735103607,20.858520507799998,18.5,29.500009536700002,-7.77932739258
2019-05-08 08:00:00,82.0,60.0,107.0,0.6,47.0,33.0,3.0,5,2,8,spring,18.5866394043,-1.22139155865,-0.478973388672,100554.898438,-18.549987793,1.18097162247,5.19997549057,3.65716552734,0.8565185070039999,9.432543754580001,1.3610008955000001,-52.5500183105,0.399594724178,-2.61097884178,17.4405212402,24.3000011444,15.975311279300001,-9.32281494141
2019-05-08 11:00:00,74.0,54.0,96.0,0.6,60.0,47.0,5.0,5,2,11,spring,23.7814941406,0.769658207893,-0.8526611328120001,100425.953125,-18.3499908447,-4.03564453125,6.22702646255,5.63275384903,1.7545385360699999,6.404594421390001,-0.35981443524400003,-52.6500091553,-0.324976801872,-1.12954342365,21.038940429700002,19.3000011444,16.4261760712,-9.67230224609
2019-05-08 14:00:00,68.0,49.0,76.0,0.5,47.0,73.0,3.0,5,2,14,spring,26.486602783200002,2.04294419289,-1.6876220703100002,100266.242188,-17.8500213623,-9.94440364838,6.4296145439100005,7.26580047607,3.87755846977,5.927548885349999,-2.13531732559,-53.1500091553,-0.7546362280850001,-2.3931665420500003,25.0157470703,13.4078826904,17.510053634600002,-10.672302246100001
2019-05-08 17:00:00,55.0,31.0,60.0,0.4,25.0,92.0,1.0,5,2,17,spring,26.259765625,-8.3698797226,-1.2357482910200002,100172.5,-18.6500091553,-9.08993625641,5.69987201691,-0.669179677963,-0.992641568184,6.1868162155199995,2.17501950264,-54.14999389649999,0.9868310093880001,-6.372975826259999,25.450012206999997,16.98853302,18.5999240875,-10.760040283199999
2019-05-08 20:00:00,98.0,73.0,114.0,0.6,34.0,92.0,3.0,5,2,20,spring,21.558532714800002,-10.3656177521,0.0784912109375,100234.0625,-19.8499908447,-7.635522365569999,1.45448613167,-4.20146942139,-4.13871097565,-1.1645678281799998,2.2282884120900004,-54.9966278076,1.4809850454299998,-8.95530033112,23.450012206999997,24.408277511599998,21.3230323792,-10.851776122999999
2019-05-08 23:00:00,98.0,73.0,94.0,0.6,38.0,58.0,3.0,5,2,23,spring,19.0500488281,-6.89076900482,0.203369140625,100283.25,-20.049987793,-6.21968269348,-1.3968505859399998,-3.33072257042,-3.33441877365,-1.6665405035,1.8495458364500001,-55.64999389649999,0.908171355724,-6.038708209990001,21.0500183105,32.0863800049,24.3999786377,-10.6499938965
2019-05-09 08:00:00,156.0,119.0,,0.6,48.0,35.0,3.0,5,2,8,spring,21.7817077637,-4.81395721436,-0.608093261719,100498.953125,-20.5500183105,-2.1847412586200003,-7.851184368130001,3.89936280251,3.20388412476,3.59152579308,-0.7063500881199999,-55.3446502686,-3.5538694858599995,-3.31513905525,20.3500061035,22.3000011444,21.5573883057,-9.63000488281
2019-05-09 11:00:00,62.0,33.0,74.0,0.6,39.0,63.0,2.0,5,2,11,spring,27.950012206999997,-5.11411380768,-0.443572998047,100428.125,-20.549987793,-2.74937987328,-4.6842956543000005,3.85355210304,0.598205566406,5.491198539730001,-0.905314922333,-55.14999389649999,-3.25119018555,-4.70561981201,25.719757080100003,12.699999809300001,18.7852478027,-9.72399902344
2019-05-09 14:00:00,51.0,24.0,52.0,0.2,27.0,122.0,3.0,5,2,14,spring,30.9951171875,-5.55853748322,-0.501098632812,100254.835938,-20.3499908447,-4.555581092830001,-2.8292236328099998,3.7915868759199993,0.705764114857,5.3284835815400005,-0.027250975370400003,-54.6500091553,-1.34994506836,-5.16247081757,28.25,9.4000005722,18.7968177795,-9.91467285156
2019-05-09 17:00:00,56.0,23.0,61.0,0.3,19.0,132.0,3.0,5,2,17,spring,30.3500061035,-8.938539505,0.598907470703,100096.828125,-20.1500091553,-3.9238231182099996,-2.4934449195900004,2.03785157204,3.7720043659199995,2.63645744324,0.38730955123899996,-54.5500183105,2.97517561913,-4.497687816619999,28.9499816895,9.535146713260001,19.6048469543,-9.40124511719
2019-05-09 20:00:00,59.0,29.0,67.0,0.5,22.0,114.0,3.0,5,2,20,spring,24.3330078125,-5.62050533295,1.0918884277299998,100142.132812,-20.6499938965,-0.659868121147,-4.09528827667,-1.5346264839200001,3.71542954445,0.0666088834405,2.0020117759700002,-54.2821502686,2.91005373001,-3.8025755882300003,26.3754882812,14.0016927719,21.6731472015,-9.16928100586
2019-05-09 23:00:00,66.0,34.0,81.0,0.6,36.0,70.0,2.0,5,2,23,spring,22.0021057129,-1.1867920160299998,1.09887695312,100276.625,-21.049987793,0.132768556476,-2.39527583122,-2.05873537064,-0.104079589248,1.5354344844799999,2.61238265038,-54.950012207,3.1958398819,-1.52497065067,23.6499938965,19.7000007629,21.5133209229,-9.66928100586
2019-05-10 08:00:00,94.0,70.0,118.0,0.9,63.0,21.0,5.0,5,2,8,spring,22.3499755859,4.31239271164,0.39190673828100003,100376.398438,-20.304901123,4.0415186882,4.61754751205,-3.65386962891,-1.26131343842,2.54484367371,2.35321760178,-57.7499847412,2.61206054688,4.4927930831900005,21.0321960449,31.014257431,12.582653999300002,-10.5369262695
2019-05-10 11:00:00,119.0,90.0,149.0,1.1,51.0,79.0,18.0,5,2,11,spring,28.25,5.17698001862,0.098876953125,100361.226562,-20.8500213623,2.3488037586200003,5.09981679916,-1.12121582031,-1.18877196312,2.37718510628,1.8500732183500002,-57.7499847412,4.8250169754000005,4.94276618958,25.659973144499997,21.7000007629,9.84632015228,-10.1036376953
